		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
010010011  244  262  226  230  278  265  275  258 11.812986 0.159745 SUCCESS  56
010010111  245  257  247  239  234  250  292  257  9.406974 0.309135 SUCCESS  57
010011011  226  262  238  253  251  244  257  245  4.068081 0.850929 SUCCESS  58
010011111  244  246  240  255  271  247  233  252  3.804840 0.874288 SUCCESS  59
010100011  256  243  247  261  257  242  260  242  2.036630 0.979868 SUCCESS  60
010100111  262  230  265  242  231  274  252  244  7.488655 0.484941 SUCCESS  61
010101011  268  258  231  233  240  255  246  242  5.139273 0.742592 SUCCESS  62
010101111  255  232  242  243  257  267  252  247  3.363046 0.909555 SUCCESS  63
010110011  253  239  240  258  256  254  255  230  3.187984 0.922012 SUCCESS  64
010110111  250  242  263  250  259  261  219  252  5.791814 0.670539 SUCCESS  65
010111011  250  259  258  265  220  260  242  247  5.970368 0.650551 SUCCESS  66
010111111  250  277  231  241  255  247  253  273  7.214941 0.513630 SUCCESS  67
011000111  220  256  239  236  247  243  261  264  6.731257 0.565886 SUCCESS  68
011001111  236  257  282  222  249  232  239  243 10.536865 0.229346 SUCCESS  69
011010111  253  248  265  267  233  250  265  260  4.726053 0.786414 SUCCESS  70
011011111  252  236  266  255  268  255  283  238  8.542263 0.382367 SUCCESS  71
011101111  251  263  244  263  244  246  208  264  9.873721 0.274001 SUCCESS  72
011111111  240  284  284  204  233  249  230  281 25.565487 0.001246 FAILURE  73
100000000  251  250  245  272  225  260  231  232  7.939370 0.439415 SUCCESS  74
100010000  276  253  237  256  220  226  222  240 13.437422 0.097659 SUCCESS  75
100100000  249  254  279  241  230  268  247  248  6.936315 0.543519 SUCCESS  76
100101000  262  262  265  280  271  273  242  284 14.924937 0.060622 SUCCESS  77
100110000  273  240  263  238  240  232  260  235  6.993851 0.537296 SUCCESS  78
100111000  228  264  267  234  234  256  262  251  6.875806 0.550090 SUCCESS  79
101000000  250  257  250  241  274  244  263  306 16.754949 0.032764 SUCCESS  80
101000100  268  226  276  245  262  220  245  253 11.083386 0.197019 SUCCESS  81
101001000  259  251  246  293  220  257  250  247 12.022053 0.150223 SUCCESS  82
101001100  259  265  265  269  247  255  266  268  6.243046 0.620027 SUCCESS  83
101010000  229  253  227  230  268  261  271  272 11.375071 0.181339 SUCCESS  84
101010100  280  216  239  256  248  259  271  241 11.668695 0.166609 SUCCESS  85
101011000  232  234  234  242  256  199  250  264 15.433317 0.051248 SUCCESS  86
101011100  260  272  269  261  280  258  238  222 12.246117 0.140556 SUCCESS  87
101100000  255  229  249  225  238  244  245  277  8.377414 0.397498 SUCCESS  88
101100100  248  245  260  248  257  264  250  243  1.768606 0.987303 SUCCESS  89
101101000  249  223  252  252  267  244  277  249  7.420000 0.492068 SUCCESS  90
101101100  255  258  252  232  239  223  263  240  6.350101 0.608078 SUCCESS  91
101110000  255  258  237  241  263  262  219  224  9.465156 0.304587 SUCCESS  92
101110100  256  249  249  256  256  259  251  246  0.863426 0.998973 SUCCESS  93
101111000  226  254  239  246  242  269  244  240  5.332048 0.721568 SUCCESS  94
101111100  264  260  251  266  250  261  271  255  4.726699 0.786348 SUCCESS  95
110000000  244  219  246  242  227  244  254  229  8.672073 0.370710 SUCCESS  96
110000010  242  230  247  232  229  240  252  238  6.136509 0.631944 SUCCESS  97
110000100  253  256  214  238  235  253  243  218 11.539919 0.172942 SUCCESS  98
110001000  255  258  250  236  231  247  233  245  4.003305 0.856825 SUCCESS  99
110001010  237  233  251  290  250  239  273  240 11.623572 0.168806 SUCCESS 100
110010000  261  256  271  241  260  279  230  240  8.776154 0.361530 SUCCESS 101
110010010  255  251  282  236  237  259  251  242  6.460129 0.595833 SUCCESS 102
110010100  272  284  248  249  245  287  243  261 13.288347 0.102306 SUCCESS 103
110011000  261  264  247  244  219  253  246  250  5.575119 0.694704 SUCCESS 104
110011010  249  241  248  261  244  249  248  269  2.520832 0.960752 SUCCESS 105
110100000  273  240  272  236  270  241  266  269  9.967329 0.267326 SUCCESS 106
110100010  256  230  268  248  259  237  242  226  6.838828 0.554118 SUCCESS 107
110100100  254  250  228  255  251  266  266  262  4.894521 0.768788 SUCCESS 108
110101000  230  272  234  259  287  265  246  274 14.104703 0.079077 SUCCESS 109
110101010  274  227  242  226  229  257  262  245  9.941341 0.269167 SUCCESS 110
110101100  256  262  221  245  278  224  236  265 12.108420 0.146432 SUCCESS 111
110110000  254  242  251  260  250  267  254  257  2.218028 0.973587 SUCCESS 112
110110010  239  262  242  262  236  266  250  252  3.844792 0.870848 SUCCESS 113
110110100  273  240  243  272  273  262  275  236 10.998440 0.201788 SUCCESS 114
110111000  244  244  229  234  250  261  221  223 10.165794 0.253582 SUCCESS 115
110111010  257  245  257  260  250  251  268  247  2.309051 0.970041 SUCCESS 116
110111100  237  270  239  245  242  248  231  262  5.325584 0.722278 SUCCESS 117
111000000  242  245  231  247  251  241  241  237  3.264267 0.916696 SUCCESS 118
111000010  243  274  214  231  240  282  234  225 17.729560 0.023348 SUCCESS 119
111000100  268  247  251  232  265  243  248  261  4.375152 0.821790 SUCCESS 120
111000110  272  237  250  230  221  222  252  228 13.087556 0.108872 SUCCESS 121
111001000  257  255  267  237  259  272  228  262  7.141762 0.521418 SUCCESS 122
111001010  261  261  235  244  262  253  244  269  4.360412 0.823231 SUCCESS 123
111001100  247  251  227  243  236  241  249  258  3.841560 0.871128 SUCCESS 124
111010000  279  251  265  241  286  239  250  262 11.217592 0.189672 SUCCESS 125
111010010  254  238  229  243  259  272  265  247  5.995968 0.647684 SUCCESS 126
111010100  242  241  251  255  259  259  257  252  1.599103 0.990937 SUCCESS 127
111010110  250  256  226  254  252  221  236  243  7.100000 0.525883 SUCCESS 128
111011000  241  264  252  238  263  277  264  256  6.440735 0.597989 SUCCESS 129
111011010  219  253  231  282  278  242  266  233 15.507402 0.049999 SUCCESS 130
111011100  243  253  244  235  249  256  215  232  7.872267 0.446046 SUCCESS 131
111100000  235  256  248  271  255  221  256  236  7.460986 0.487807 SUCCESS 132
111100010  259  253  243  254  261  251  242  262  2.009867 0.980708 SUCCESS 133
111100100  270  264  262  236  258  275  230  316 26.414941 0.000892 FAILURE 134
111100110  238  252  265  267  238  256  257  250  3.689382 0.884005 SUCCESS 135
111101000  252  258  275  245  250  238  246  242  3.898190 0.866190 SUCCESS 136
111101010  250  229  264  231  267  267  238  239  7.614974 0.471954 SUCCESS 137
111101100  242  235  248  246  270  277  259  282 10.528978 0.229842 SUCCESS 138
111101110  232  238  269  230  252  258  230  250  7.015830 0.534926 SUCCESS 139
111110000  235  251  245  258  249  230  273  248  5.166166 0.739677 SUCCESS 140
111110010  258  258  270  248  272  253  239  273  6.939289 0.543197 SUCCESS 141
111110100  272  276  266  233  251  256  234  248  8.287685 0.405885 SUCCESS 142
111110110  233  261  231  277  255  253  268  264  8.503604 0.385883 SUCCESS 143
111111000  264  258  238  234  243  223  265  255  6.981309 0.538651 SUCCESS 144
111111010  246  276  273  242  249  266  237  257  7.287733 0.505930 SUCCESS 145
111111100  257  268  269  233  263  236  237  258  6.709406 0.568285 SUCCESS 146
111111110  240  284  284  204  233  249  230  281 25.565487 0.001246 FAILURE 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  236  239  247  242  247  254  254  227  3.964905 0.860276 SUCCESS   0
000000011  237  254  240  260  254  244  263  229  4.329382 0.826250 SUCCESS   1
000000101  268  235  252  236  252  259  213  229 10.931984 0.205583 SUCCESS   2
000000111  228  266  231  273  225  244  264  254 10.353915 0.241059 SUCCESS   3
000001001  242  247  279  239  241  260  242  235  6.224816 0.622065 SUCCESS   4
000001011  269  222  261  249  250  244  237  239  6.587095 0.581764 SUCCESS   5
000001101  265  275  247  255  277  266  241  240  8.490158 0.387110 SUCCESS   6
000001111  242  250  253  256  237  248  255  239  1.768218 0.987312 SUCCESS   7
000010001  214  220  249  241  254  267  262  252 11.293875 0.185597 SUCCESS   8
000010011  243  240  247  246  243  279  231  256  6.042772 0.642441 SUCCESS   9
000010101  239  286  230  243  261  235  223  254 12.230473 0.141213 SUCCESS  10
000010111  241  220  267  244  239  244  235  259  7.312428 0.503330 SUCCESS  11
000011001  230  248  229  243  263  228  269  238  8.483176 0.387749 SUCCESS  12
000011011  248  252  257  265  256  241  239  220  5.872234 0.661541 SUCCESS  13
000011101  256  263  233  270  269  229  253  252  7.074012 0.528669 SUCCESS  14
000011111  232  243  273  256  238  254  255  232  5.984590 0.648958 SUCCESS  15
000100011  205  225  244  227  261  236  257  262 15.400994 0.051802 SUCCESS  16
000100101  254  273  246  256  255  266  243  277  6.860549 0.551751 SUCCESS  17
000100111  264  225  238  235  249  273  239  251  7.617689 0.471677 SUCCESS  18
000101001  281  230  241  243  230  221  248  240 11.725067 0.163899 SUCCESS  19
000101011  240  269  227  271  247  249  261  244  6.612566 0.578951 SUCCESS  20
000101101  225  253  263  272  253  268  249  245  6.813745 0.556855 SUCCESS  21
000101111  267  244  277  248  253  254  267  248  5.700533 0.680736 SUCCESS  22
000110011  236  248  208  229  249  244  251  250 10.096622 0.258310 SUCCESS  23
000110101  257  288  266  261  270  268  236  260 11.970723 0.152515 SUCCESS  24
000110111  253  262  227  264  245  258  244  213  9.809463 0.278655 SUCCESS  25
000111001  251  253  249  246  244  237  255  255  1.165455 0.996972 SUCCESS  26
000111011  250  255  231  287  258  248  251  250  7.550457 0.478566 SUCCESS  27
000111101  257  268  234  240  250  251  264  248  3.849317 0.870456 SUCCESS  28
000111111  251  246  273  245  213  251  254  237  8.792186 0.360129 SUCCESS  29
001000011  243  265  259  242  247  219  245  231  7.337511 0.500694 SUCCESS  30
001000101  234  238  267  240  250  244  263  256  4.260469 0.832892 SUCCESS  31
001000111  239  226  257  226  267  237  242  247  7.658933 0.467475 SUCCESS  32
001001011  255  236  241  271  247  250  270  263  5.469745 0.706390 SUCCESS  33
001001101  252  238  236  248  224  245  245  237  5.133067 0.743264 SUCCESS  34
001001111  255  229  236  229  264  240  255  257  6.089834 0.637170 SUCCESS  35
001010011  296  262  252  250  255  237  259  239 11.011887 0.201027 SUCCESS  36
001010101  243  261  251  230  244  271  235  239  5.764145 0.673632 SUCCESS  37
001010111  259  270  243  264  262  253  245  237  4.443677 0.815041 SUCCESS  38
001011011  227  258  269  282  262  273  237  263 12.375798 0.135208 SUCCESS  39
001011101  261  209  246  258  245  251  240  263  9.003580 0.341994 SUCCESS  40
001011111  244  252  259  238  252  246  257  254  1.448347 0.993533 SUCCESS  41
001100101  245  229  251  237  229  249  270  247  6.146723 0.630801 SUCCESS  42
001100111  242  250  262  253  234  253  247  265  2.963143 0.936649 SUCCESS  43
001101011  254  268  233  254  266  255  242  273  6.290497 0.614727 SUCCESS  44
001101101  237  257  247  230  257  223  231  220 11.017576 0.200705 SUCCESS  45
001101111  258  278  211  255  258  247  244  250 10.355984 0.240924 SUCCESS  46
001110101  234  237  220  242  235  240  269  255  8.679701 0.370032 SUCCESS  47
001110111  271  254  254  291  245  255  259  243  9.665947 0.289259 SUCCESS  48
001111011  245  255  266  269  257  219  246  242  7.269244 0.507881 SUCCESS  49
001111101  266  208  246  240  234  257  254  249 10.163725 0.253722 SUCCESS  50
001111111  250  252  259  233  247  255  286  255  7.158311 0.519653 SUCCESS  51
010000011  256  242  256  244  256  245  254  241  1.364566 0.994735 SUCCESS  52
010000111  234  249  258  241  261  233  268  214 10.056671 0.261071 SUCCESS  53
010001011  246  266  281  253  241  244  253  264  6.477067 0.593953 SUCCESS  54
010001111  268  228  267  233  250  243  236  277  9.764469 0.281948 SUCCESS  55
010010011  261  230  248  273  274  247  252  261  7.304283 0.504187 SUCCESS  56
010010111  233  230  239  263  246  242  245  265  5.411046 0.712874 SUCCESS  57
010011011  245  249  235  242  246  250  242  249  1.632978 0.990273 SUCCESS  58
010011111  267  234  250  237  238  241  246  256  4.096137 0.848347 SUCCESS  59
010100011  226  282  251  272  232  261  263  241 11.505527 0.174667 SUCCESS  60
010100111  258  274  262  257  241  225  253  215 11.471006 0.176412 SUCCESS  61
010101011  251  270  250  242  240  270  225  230  8.230537 0.411281 SUCCESS  62
010101111  257  271  248  240  247  233  232  244  5.176380 0.738569 SUCCESS  63
010110011  249  240  241  244  261  235  280  256  6.206844 0.624075 SUCCESS  64
010110111  252  279  246  275  252  259  243  263  7.410691 0.493038 SUCCESS  65
010111011  252  229  257  255  256  260  258  253  3.014602 0.933438 SUCCESS  66
010111111  258  253  229  220  254  248  230  247  7.617301 0.471717 SUCCESS  67
011000111  251  230  259  243  221  269  278  240 10.826352 0.211734 SUCCESS  68
011001111  264  229  258  258  235  239  266  264  6.468404 0.594914 SUCCESS  69
011010111  263  270  256  233  253  276  243  264  7.554077 0.478194 SUCCESS  70
011011111  258  272  232  266  236  236  242  255  6.656655 0.574089 SUCCESS  71
011101111  267  228  249  259  229  243  266  240  7.035224 0.532837 SUCCESS  72
011111111  239  251  229  225  248  252  262  243  5.740226 0.676304 SUCCESS  73
100000000  236  239  247  242  247  254  254  227  3.964905 0.860276 SUCCESS  74
100010000  230  231  261  252  238  253  258  227  6.745737 0.564298 SUCCESS  75
100100000  266  233  248  241  260  270  241  235  5.940501 0.653897 SUCCESS  76
100101000  245  278  256  272  250  243  259  269  7.539337 0.479710 SUCCESS  77
100110000  261  269  248  239  266  232  247  258  5.215685 0.734294 SUCCESS  78
100111000  244  248  263  253  267  249  257  243  2.510360 0.961246 SUCCESS  79
101000000  272  258  250  270  268  237  219  254 10.007798 0.264479 SUCCESS  80
101000100  263  231  245  252  226  238  258  259  5.888008 0.659775 SUCCESS  81
101001000  254  256  229  238  257  276  256  256  5.935846 0.654418 SUCCESS  82
101001100  278  256  258  229  254  257  245  237  6.555418 0.585267 SUCCESS  83
101010000  275  231  215  235  229  254  254  236 12.837374 0.117569 SUCCESS  84
101010100  226  246  237  227  254  263  231  236  8.396808 0.395699 SUCCESS  85
101011000  238  264  242  250  231  259  263  233  5.392558 0.714912 SUCCESS  86
101011100  245  257  242  253  264  269  232  259  4.591071 0.800254 SUCCESS  87
101100000  230  232  250  262  242  250  253  235  4.818238 0.776815 SUCCESS  88
101100100  233  247  272  247  264  230  233  272  8.936477 0.347683 SUCCESS  89
101101000  247  243  265  279  234  226  252  270  9.766279 0.281815 SUCCESS  90
101101100  244  252  279  236  252  267  258  257  6.141552 0.631380 SUCCESS  91
101110000  273  258  249  265  246  246  238  232  5.458109 0.707677 SUCCESS  92
101110100  275  233  232  258  229  233  215  255 13.569818 0.093690 SUCCESS  93
101111000  249  268  228  259  267  255  249  241  5.322739 0.722590 SUCCESS  94
101111100  266  262  271  259  257  223  284  286 17.192347 0.028167 SUCCESS  95
110000000  229  243  245  253  252  252  245  229  4.122384 0.845916 SUCCESS  96
110000010  221  242  272  279  226  242  235  216 17.579321 0.024611 SUCCESS  97
110000100  239  261  227  238  256  252  272  278  9.200364 0.325677 SUCCESS  98
110001000  221  252  268  263  262  231  248  242  7.904848 0.442820 SUCCESS  99
